aae_text,sentiment
Seein my nikka Pot in a casket ainn wads hannin..sumbody finna pay,neutral
If they don't know yo dreams then they can't shoot em down,positive
Naw its funny how Yhu put something in twitter but did something different,negative
I wanna get oomf sum special fa they bday just dnt know what,neutral
right we will see if they learn from that.. If jumpers ain't Fallon go to the hole,negative
I think she was really in love with him and each other I think it was the spotlight that killed it,negative
People just got have faith. A Christians main tool is faith in jesus because the world believes everything else but Christianity,positive
"Somebody been playing on my phone literally all day, they life boring I guess.",negative
When Mf ask me where I stay I say Gotham Xity,neutral
Told da fat bitch in school not to talk to me for the whole year cause her ass annoying!!,negative
If she was still here i call her for all my problems,negative
Like bitchhhh ass nigga do u not know were u was at,negative
Get Off In Two Hours... Shower Than Bed;;Bck At It In The A.m,neutral
"#Claflin17 Ladies Jess A Reminder, A.k.a Nesha ((Thas Wha You Can Call Me)) Does Hair Braids Especially ;; Every Kind You Can Think Of ! Hmu",ERROR
": oomf the type of nigga , who'll claim he dont fwu .. but know he fwu HARD!"" RFT",positive
see I'm talkin bout Felicia dat b sayin slow for yo love c now u actin slow,negative
girl I wud of been walked home n u ain't scared of miracle,positive
dude who replied to my tweet . ucky llab . excuse the rudeness .,negative
really omg dnt don't do me on a social network lmao I still luv u n jakel,positive
"Im done with tlkin bout getting money,nd jus get it",negative
I Guess My Boy Got Dat Dope Dick Cause Im Damn Sure ADDICTED! Make Up Sexx Is Da BEST...Off Ta Sleep I Go ;),positive
No one can count on getting a reply if they text me,negative
", the key to our mailbox broke, yayyyy another week w/ my phone & shit",positive
"ok cool, does it come with a brush or did u buy one?",positive
Givin a shout out to my mom on her bday 2day luv always,positive
Think ahead in kase da K9's get loose.....inner tubes like da tires on my mongoose!!!!,negative
"If I Hoop, it can be against niggas im way better than.",negative
Now Kim calls lol I'm ready to do a lil shopping,negative
Lil Niqqas Going Outside Letting A Spider Bite They Ass Thn Go To Sleep & Wake Up Iching Like Wtf I Cnt Climb This Damnn Wall,negative
"out my WHOLE life ,, toot & victoria the only girls that really keep it real",neutral
Don't surround self around negativity because when negativity is served on your dish u gotta dispose of it and wash that plate thoroughly,negative
It's it strange that I like my bananas to be sour. ?,neutral
All I could do was think about my boo having that nervous breakdown,negative
"Bueller had a Mulluer but I Switched for A Milli, Now Im Richer",positive
Lil bow wow look good or should I just say bow wow,positive
i'm thankful for all the bitches i cut off & who could shut the fuck up,negative
Remote been fell behind my bed I'm jus too lazy to get up and get it,negative
I don't know college basketball but my bracket is 90% correct right now,positive
U kno ur dick good if u ain't gotta eat no pussy cuz u kno girls usually want fore play............*not being cocky,positive
Trying 2 eat more healthy but it feel like a nigga be starving,negative
why tho? Lol why y'all just can't do what y'all gotta do and it be over & done with,positive
I Hate A Bitch That Try To Get In Where She Fit In !,negative
"NHL Players Get To Fight For 91 Seconds, That's All I Need",positive
I Have A$AP Rocky On Replay At Nightt wit His Sexy Self,positive
Tom Brady a bitch ass cry baby if u ask me. Great qb but a bitch.,negative
": ""A nigga gone be a nigga so ima let em be",positive
My lil brother just walked in da house n threw da damn basketball at da wall n shyt smh crazy asx lil boy,negative
That's what I'm saying . I don't want shit to be about me .,positive
Oh my ass! I'm fr gah damn you gone let me starve,negative
S/o to the team Young Black Superstars Music Group! We out here makin moves! If u have any music needs what so ever get at me!,positive
nice tracc bro you was snapping bab bitches twerk some then,positive
Anybody know where I can get those leather looking tights from?? #ttm please.,positive
Hiw many drinks will it take to get you home with me ? .,neutral
SOME PEOPLE JUST LIE FOR NO APPARENT REASON....IM MEAN REALLY DANG...thashitpeopledoforattention,negative
Workin hard dis weekend... then im gettin n da gym workin on my technique,positive
I've already watched it. The girl with the Mohawk says it's girls who are always in the mix,negative
"I want to REFRESH my mind, DELETE all my problems, UNDO all my mistakes, and SAVE the happy moments.",positive
You tryna holla first thing she gone do is Check out yo shoe game,positive
If a nigga can fuck my girl chuu he can have her.,negative
If my car keep costing me money...it's looking real good for this jag,negative
Dont get caught in nem gun shots tonight. We out here,negative
": u kno I was off da bars doe"" i didn't know but i know now",positive
"Lml chill cause I be forgetting you yo age lml time needa hurry up ,",neutral
These Cass girls really be killing me with these heels. Lord.,positive
Naw... I take that back choose wisely.. some scandalous ass women out here,negative
He say we should hash it out like a couple of grown ups,positive
I miss my bae I wish he stop being petty & call so we can makeup,negative
": Bol Nino ...... Yall dont deserve no credit bruh...."" okay they broke end of discussion lol",negative
I don't trust no female or anybody you really gotta earn my trust I've been through alot and seen alot I got trust issues got issues period,negative
Good too know you actually noticed how much I was there for you...,positive
"Having a shittty ass day but atleast myCOWBOYS "" get the win""!!",positive
Me and day bae had sum peeps to hot last nite..#duh,positive
"Y'all always tweeting that It's a secret society all we ask is trust"" line but I bet can't none of y'all tell me what song it's from ha",positive
Dnt wanna go to sleep but it be dha best thing for me :-(,positive
"Music flow in the morning , don't know what I would do without music ..",positive
b great if Mrs. Collins got fired nd da haters stop kissin my ahh.. lol,negative
Might knock out this whole season of always sunny in Philadelphia tonight,positive
"lol ik man Its ruff but tone will put yall in the, right spots to win",positive
I miss you too Bre' I must see you soon!! Did you get to see the baby pics?,neutral
One stop shop pull up nigga i got pies fa sell !,neutral
": lmao & u rite... I think we getn our own lil room sat.. So u kno""ERY THANG GETTING SENT!!!!",positive
I don't kno if I can get wit my Gatorade tastin like cucumber.. I don't even like cucumber in real life,negative
": I hate it when you have so much to say, but you can't seem to put it into words."">>>>>>>>>>",positive
You Had A Big Can? Cause EVERYBODY Say The Little Cans Taste Better Than The Big Cans .,negative
Dustin Is The ONLY Loyal MF ' In MY LIFE. Right Now ! Free My Lil Brutha !,positive
Half of the Ppl today don't think about Goals & Morals. Most of them think about Hoes & Oral.,positive
Y'all be clowning ESPN about their love affair with LeBron James. It's even worse with Johnny Manziel tho!,negative
is U Serious Dat Was Ay Random Fuckin Tweet ..so why tf u cummin at me sideways wit dat bitch Wrd?? Smfh,negative
Why when you move stuff by car is called a shipment but when you move it by ship its cargo?,negative
Somebody tell me y trey think I'm Finna cum get him from schol,neutral
I enjoyed our mini vacation together but they all like to be under me at the same time,positive
5'2 Super thick tell all your homies I got buns buns,positive
Actually heterosexual promiscuity is probably one of the top reasons I stop listening when someone goes on a rant about the gays.,negative
Fuck da girl who does my hair booked into Friday to long,negative
: I like when people are happy when I come in town! lol,positive
Im Not Lettin No Bytch Run Me Or My Bby Away So Yal Mite As Well Get Use To Me Or Get Da Fuck On!,negative
"So, to cut dis bs honey yu fucking somebody husband and yu going to HELL!!",neutral
Dang i just realized i havent been on here in a min....,neutral
To all the tweets sayin thanks to people who kept it real..Fuck that dont nobody keep it real no more !,negative
"if i don't get married soon, imma die of masturbation #sickofbeingcelibate",negative
"you know um thugged out when ya listen ta my rhymes . temperature rising , gah dam girl you fine .",positive
I wish I can snap my fingers and be high. Cause I hate the process before and during of getting high.,negative
man I swear I think his old ass took it with him. If he did I swear we gon scrap!,negative
": People always feel the need to give their opinion, even when it's not needed.""i sho do",negative
Ion even wanna fuck the$e hoe$ nomo tht$ all iwant ih$ da top,negative
I cant stand a nasty bitch so i fuck and keep strollin,positive
": Bought 3bags of warms 1bag of now and laters,2gatorades and 3 bags of hot Funyuns from citgo..!",neutral
I think ima go on a hot date by myself tomorrow,positive
I Hate Twitter In The A.M..Its Dead As Hell!!!,negative
If im such a bad person why t'f you still talk to me,negative
Niggas gotta bring back that Big Straw Chair everybody pops gotta picture in,negative
maybe she saw something in you she liked. You do have that appeal.,negative
this ppv is like a horrible booking in wwe13 universe lol,negative
I don't got a circle cause loyalty don't come in shapes !,neutral
I just hate when my clothes are all over the place,negative
I peep a lot of shit but don't say nun g.night,negative
I swear to god I can never sleep but if I smoke when it's time to sleep I be sleepy af. Weed is miracle,positive
"I Be Telling Erbodyyy I Hope They Die , I Gotta Stop",negative
I hate when ugly ppl have conceited asz attitudes. Like bitch u hit. Bump that shit.,negative
lols dis girl goin crazy but forwht shiid respect me as a baby mama ndd i'll respect yu nuff said,negative
Nigga 2chains had the same fit Eddie Murphy had in vampires in Brooklyn,negative
If I hit u up nd neva came bac thur it was whack!!!!!!,ERROR
"Only Fuck Boys Talk . . . If You Really About Cho SHIT , Mfckas Will Make Silent Moves! You A Just A GOOFY If You Tweeting . HAHA!",negative
I cant even talk I just listen.... If do no body know me he do lbs. Got me cryn n shit lbs but he right.......,negative
": good head on my shoulda he love the way I use it ..""ewww freak lol",positive
Cousins is geekin to get in the game on the sideline lol,positive
Most ppl wud say I take things the wrong way I say no I take it how I c it straight,neutral
"what channel does it come on, I heard it was good",positive
Tru Hustler Baby so I'm Rarely Seen.....Vicious!!!!!*F.B.N*,neutral
Just drag me outta there with the good side of my body,negative
I wish i could erase my past... but prayerfully i make better decisions in my future,negative
These streets in Jackson so f'd up I'm thinking twice about gettin sum rims......smh,negative
I been doing the same thing for almost 4 hours now SHIT!,negative
"Couldn't never thank me for opening doors , but they ain't even thank Jesus when he died on the cross.",positive
My P.E tennis so fresh ... I buy this jus for PE,positive
S/O to my ex bytch she getting married tomorrow YEA TIMA bout time,positive
Thanking the man above for waking me & my loved ones up this morning,neutral
I did good on my hair love it to the max,positive
"My Girl Got To Keep It Classly, Never Trashy , Just A Lil Nasty",negative
Like i said on Instagram lol...nYou define Beautiful i dont need a Dictionary <3,positive
I don't really tlk at all in Marshall. So I'm not a Marshall kid,negative
Alaycia went too Disney World. Hope my baby have her fun.,positive
"girl please do it aint like everybody aint already seen you in my shit already...keep it, hell idgaf lol.",neutral
I'm schleep! Lol syd and leelee pissed me off. Bye!... Wanches.,negative
I need to get super drunk... And do some crazy sh*t... Haven't done that in a minute...,negative
"Thou wilt keep him in perfect peace, whose mind is stayed on thee: because he trusteth in thee. (Isaiah 26:3 KJV)",neutral
"Gotta finish washing clothes, pack then get an oil change, gas up then. .......",negative
If I'm ugly to u then I'm just ugly why df? U still going on about it llh...,negative
i have to minister tomorrow. I was studying and you ran across my mind and i said let me contact just to see how you doing. So ?,positive
I need to walk to da corner sto n get shells but I'm real lazy my thighs be weighing me down!!SMH,negative
Enough of the small talk my girl pussy is a water park,negative
i fell it. But we just would need to get it mastered n what not,neutral
I've got more energy now than when I was younger because I know exactly what I want to do.,positive
I'm dwn ass hell I jus thought it was 12 o'clock at night I must have really been. tired,negative
lol I just pretend I'm might have an allergy attack the next day so I take one to prevent that from happening lol!!,positive
Look For I Will Never Stop Goin In That's The Latest,positive
"Pussy niggas lying on my name, just to get a lil fame",negative
bt ill beat a fake friend fa goin behind my back,negative
At da end of da day all I got n can depend on is me obd,negative
hiv heavy outchea in pg niggas goin be bony by the spring,negative
"If I paint my dick camouflage , I wonder if bitches will see me cuming ?"" 0.96 0.00588235294118 0.0 0.0341176470588 298902553284972544 Tue Feb 05 21:14:56 +0000 2013",negative
Supposed to be taking a nap before work but i can't sleep,positive
He painting but he needs to needs to be in the gym working on his jump shot,negative
i love me i love me enough for the both of us,negative
"Im taking off like mj, and My check game like nike",positive
Jasmine said she got to boo boo her nasty ass #KiaTweet,negative
My aunt got me fckd up I'm unaware of my surroundings fckkkkkkk!,neutral
goodmorning twitter hoes... I was soo tirrd last night that wen i said gn i called yall insta hoes.. lol,negative
", I barely show my feelings to people because I always say it's my problem , I can solve it myself "" .. when sometimes I can't .",negative
Mya catching up then it's back to twitter jail it's just that simple,neutral
I guess Netflix & Twitter 'til I fall asleep.. Watching The Dictator.,neutral
Wake. N bake. Third blunt of da am ....mhhhnmm goodmorning tho,positive
Yea I'm marry to the game wat u kno bout it,positive
Everytime I Say I Want Braces Somebody Tell Me I Dont Need Em .,negative
definitely shouldn't do ot then shawty.... jus stay wit the whole college thing,negative
"Aint too many niggas out here that's gonna ride for their block , Aint too many niggas out here that's gonna ride for their squad",neutral
Even When i Pack My Bags Something Always Hold Me Back,negative
How dare you try to tell me the prices to the shit tht I'm seeing,negative
"When I'm riding down the avenue.. These bitches give me attitude, they screaming Charles we mad at you!",negative
". Say if I don't text you today idfwu , so I guess she dfwm",ERROR
Ion Even Trust My Own Kus Too Many nigga hold me down.,negative
This day better go good or otherwise cupid will be no longer *loads gun* ...,negative
54 U fAithfUl NiE StAY dAtt U GO GEt tHE PUSSY WhENEVER tRUSt MhE I did it,ERROR
I swear when niqqas drop a spoon I be like why tf you drop that spoon lol :),neutral
If she fucked more than ten niggas that hoe the SWOOP !,positive
": Gahdamn blue space bar body ahh Dra head shaped like a Pepsi can"" but why Darnell?..",negative
Already overly irritated n this bitch wanna play in the nail shop....today not the day,positive
"u knew I was gonna do it, it was only a matter of time",positive
"woah I thought I had a long time lol Sept 3rd & I'm ready NOW! I'm so little, it's just my boobs huge.",positive
Cuz when it come down to it ya enemies will more likely be there then ya friends,negative
"cant wait to go back to school , i been out for a whole month.",negative
How can i be scared if a bitch tht brrath the same air as me,negative
not even mad just wtf you have me come for if you wasnt gonna talk,negative
Lemme check my cougar life account for messages. These old gals be sending messages at 4am,positive
like what does that word even mean I can't even spell it,negative
Thank god the heat got Lebron cause we woulda gotta blown out with just wade !!,positive
"The heat in my car dnt turn down,soon as u turn it on it go straight to 90 degrees lol,after like 3 blocks niggaz be like turn that heat off",negative
lol Zoe said she never turn down she don't care that she only 3 what that mean ctfu love my FuFa,positive
Don't attempt to put my middle name on twitter. It's levels to this shit my nigga,negative
I don't think I ever received a gift from any 1 I called mine b4 ever,negative
Boy You Should Kno That Your Love Is All Always On My Mind Im Not Gonna Fight It I Want It All Tha Times,positive
I get half way dressed and then I lay back in my bed so when my mama calls up here at like 7:40 Nd ask what I'm doing I'm getting dressed,negative
Ain't shit change when I moved still screaming fuck the #law,negative
"That's my song every hate that song by Beyonce, but I love it",positive
Yu Once Did Before Aint No Tellin Watchu Doin Now Yu Changed Allot Nbs So Shit Ok Imma Beleive Yu This Time LOl <3,ERROR
"Sadly Nah , Gotta Finish Up Sum Credits And Shit. Shit Got Crazy After I Left Truebright",negative
I was sleeping good as hell intell my mommy woke me up,positive
Just finished watching my all time favorite movie Dead Presidents. I swear I can watch that shit all mofo day long!!!,positive
If she dont get my iphone today im cussing her ass out,negative
Put the chrome to ya dome make ya sweet like keith,positive
"The word is FUGAZI !! Since when y'all seen a L "" in that ??",negative
": fuck I look like stressing about a friend, when I got family that I walk past & don't even speak too?!",neutral
"if youu die i'll Kill myself n Tell you as an angel [= yuu ckan wait, aighhht ?",negative
Shawdi u taking it da wrong wayn.as a father we dont play dat shyt but dey kids ...@ da same time iont care n I do.,ERROR
I agree but Bulls cant score they defend. When they play a team that can and their defense is off this happens.,positive
bby so pretty it's crazy n she got the biggest eyes!!!,positive
Lmaoooooo someone just call my house phone & it came up under ricky smiley,neutral
White people! This is has been a good visit lol... haven't been around so many in a while lol,positive
Bulls bout to go 7-0! Please bring on the regular season. I'm soooo ready!!! #SeeRed,positive
I believe in change... But not if u still Rollin wit tha same krew nd they ain't change 1 bit,positive
aw trueee. Idk where ima be at. Probably a hotel or somebody crib.,negative
Letting God have complete control doesn't mean ull like how things always play out but it means u trust that no matter how things appear...,positive
JUS qot out tha tub me&my babies ate ihope Cordarrien dnt be up all nite cus we took a lil nap dis rain it tho im lovin it!,negative
I swear yo bitch a rug she always on the ground.,negative
ugh quit ur stunting my son is sleep and we have nothing to talk about...,negative
": Touching base with the girl with the drive.... Nothing can stop you..... #POW""- xoxo :)",positive
I CUT ALOT OF FAK BYTCH OFF NOW MY LIFE'S ALOT REALER,positive
"Does he really understand love, or has he just in love easy to take advantage of n#SeemsLikeImOne n#AmIAlone",negative
I BEEN ON THIS MONEY TRAIN TF I AINT NEW TO THIS,positive
Yeah...I use ta b a bottom feeder...look at me now bitch...lls,negative
Officer Johnson bitch ass probably would have choked one of they little ass!,negative
Elder Matthews & First Lady Matthews would like to wish everyone a happy & prosperous New Year! Remember Jeremiah 29:11!,positive
Da more we spend time together da more feelings u have,positive
she the devil but she still asking to watch gabba nope she on punishment no gabba for her,negative
Well at least the Grizz will have some kind of confidence & we don't lose at home !,positive
Memphis have by far the most messy bitches on the planet !,negative
Chiiiii she sent sum real raunchy pics but y she got that old ass fone??,neutral
": "" : Nya & Tierra Aggy RNS WITH THID B SHIT CTFU !""Rft"" Ctfuu",negative
I hate wen she bring My ex up tf ION Wanna hear dat shit,negative
Tony Story by meek mill is one of the best songs he ever made,negative
She was my main bitch I Loved her 2 biggest hoe in da city gotta quit fukn widd you,positive
Da pastor did said a phone will get u n trouble,negative
": hahah . Scientist ? InsyaAllah one day :')"" we hope so. How are you",positive
I'm just glad that today is over.....been a loong day yo.,positive
If T-Mac or Allen Iverson had played wit Shaq in his prime instead of Kobe they would've won multiple championships. #yeahisaidit,positive
I be on some thinking sh*t at this time of night...,neutral
At the grizzlies game with the First Lady Make_it rain a.k.a,positive
I gotta get back to you I call triple a they said they on the way times moving fast gotta see you today,positive
"; two cups filled up w/ Easter pink . take a minute , rest in piece to pimp c . >",negative
This Charger ii Just Found ah Work Den Ah Stop Forget This iiSH,positive
ooh damn that's way to small for me to try to get them,negative
Tf you think i'm bout to wait on yo duck ass?,negative
I can't fucc wit you no mo hoe n I'm sorry ...,negative
If I ain't heard from you don't expect to hear from me FOH,neutral
yeah I went there on a tour when I had an interview one time,negative
....a big black mothafucker wit G..U see all I do is separate the game from the truth..B.I.G bang boots..from the Bronx to Bolivia...,negative
I can only 3rd wheel with .. Cause anybody else your ghost & their boo is god which is cool just don't invite me,neutral
I Woke Up This Morning With Mu Dick.z on Hard..Didnt Know Why Until I Said Fuck All Yall Or imma Fuck That Girl,negative
Thank ur blessing for seeing this day! Make each day count for something!,positive
if my mother wanna be ah bitch & dont wanna do my hair im goin to dejai housee.,negative
"you don't Really Act Like you wanaa Be w/ me .. why waste my time , trying to Be with you ? -.-",negative
Do to fucking much what I do and who I talk to is my business if I tell u somthing its not ur business to go back and sau I dont like u,negative
".. so I can be up when pretty little liars come on ,,",neutral
Watch the spurs play or fuck your fat ass wife..what would you do ?,positive
Eat it from the back with my white athletic socks showing from my timbs,negative
"After hours last night was dope... came thru and made it a strip club, my boy lol gotta pass by there again some time",positive
Guess ill hit the gym today then a two of workouts #GetFit,negative
man wait I'm so weak at that picture he just uploaded,negative
I been so quite I got the world like wtf is she planning,negative
"I just need a bad female to text, that'll brighten my day!",neutral
Beej dropping her off... Can't wait to see my bro too,neutral
I ment she lol lol n u Welkum I gotta come fuc wid cha,negative
"dang , is that one you was talking about a few weeks ago ?",positive
"tamar braxton, tamera mowry, adrienne bailon, loni jones n an asian girl",neutral
Ima Go To The Doctor Tomorrow I Gotta Stomach Virus Asuhn!,neutral
"Ik mfrs be like why he go with her , jealous Ho's",negative
"im a cutieee in my AVI ,just thought ill say that !",positive
I Just Got alot of Numbers But ain Finna Text Nan one oF Them,neutral
I swear I got Tht shit that make these bitches go insane,negative
she better or im going in on her mama! She been saying she gone bring her for 2 yrs now!,negative
Lmao if yall don't go all the way next year yall suck foreal because yall should go all the way,negative
"FUCK YOU MANE ! Dont Text Me , Dont Call Me , Or Shit !",negative
5GB of data AT&T...you slackin on the 4G LTE...my phone was movin faster in albany,negative
Niggas b in da backseat. Like yea i got a chauffer nah yu gettn baby'd nigga!,positive
"4 a.m. and my lover won't answer , probably somewhere with a dancer",negative
Waiting for a reply since she wanted me to stay up her #teamtaken,negative
"i had to cut them bitches off, they aint mean me no good",negative
I can give a fuck bout no hater long as my bitches luv me,positive
People tell u everything gone b ight just to see u smile reality is dis shit ain't ight,positive
But I only have a 4 day week do that's good,positive
Very funny i read my tl and the bluntness is amusing,negative
ok they gone say i'm right dont believe me just watch,neutral
Lmfaoo. Ain't NOBODY About To Play With You! I Swear You Silly. Lol,positive
no stop tryn to bring that nasty ass song in this ewwww lol,negative
Call Noo Answer & Text No Answer :/ Im #BigDummie should jus leave it alone .. If it's real it com bck,ERROR
I have so many fond memories of friend chicken Wednesday. . I think it was the brain washing,negative
"If This Super Call Me Baby One More Time, Opposed To My Proper Name, Imma Bust Him In The Head w/ His Wrench While He's Fixing My Sink...",ERROR
U niggas react so different while me and my nigga butcher trippin.,negative
Niggas were wearing Jerseys.. and the Lakers drafted Andrew Bynum and no one new who he was,negative
How yu gone be scared of sumn that breathes the same air as yu ?,negative
Im One Of The #JacobJewels Street Team Leaders For Milwaukee! Which Is Koo Cuz Thats Jacobs Hometown ^_^,positive
Only restaurant open I done dozed off n shit n da drive threw smh,neutral
Album not mixtape.. let's throw a subtweet in appreciation to who let me borrow this,negative
oh ok I remember her from the park tell her congrats!,positive
Sometimes I wonder if some folks use both of there brain.,negative
"He's Mine , You May Have Had Him 1st But I Got Him All The Time You Can't sleep At Night"" !",negative
phone messed up dropped it in some water I'm on my ipad I'm going to Verizon in a min ima call u later,negative
I've never done the crossfit I don't think...what is it like?,negative
Who Df Told Jaylon To Tweet Off My Paige ?? Lmao He SO Lame.,negative
iLoveYou too bae gone duke aint enough love for your fat ass,negative
Bring your girl here nigga so i can fuck her face,negative
One thing I won't allow is disrespect if you have to call me out my name you weak AF !,negative
Y'all Randi making fun of this slow boy in this picture! #GoingToHell,negative
Im bout to go home n destroy sum shit... Cus im hungry asf,negative
It's Gone Be An Year ! And Imma Probably Be In Atlanta,neutral
"Bitches be boring as fuck nowadays, can't even hold conversations n shit",negative
"* im finna stop talking to them fr fr , ive been waiting to get his ass for about four months now .",positive
"What If I'm Down To My Last , You mean I Gotta Give This Bitxh Half .",negative
Not no mo! If she ain't got a crib or I ain't got a spot she dead,negative
Ayeeee yu came up blade sayin yu was tryin see me???,negative
You say dat you ova me but you allways end up unda me,positive
"Women aren't supposed to think like men. Why? Because we're WOMEN. If God wanted us to think like them, he would've made us men.",neutral
I been at work for 3 hours. 5 more to go. No biggie *shrug*,positive
# Some people are like clouds when they go away the day gets brighter..,positive
Took my little cousins and Naja to the park today. What a beautiful day...what beautiful babies!,positive
These JoJo world niggas can't keep clam ... They got that clown dick to far in they throat lmao,neutral
the way I put it on u got you going trippy trippy,neutral
I wonder if i take you home would u still be in love baby because I need u tonight,neutral
Ima lay here a few more mins before getting up tho,neutral
: What is candy crush? Sounds like a dating site for overweight people,neutral
Right y'all chill y'all know meat mouth gone go tell holiday,positive
"Relationships Aint Always About Sex , Oomf Don't Get Iht .. If That's All You Talk About Most Likely Iht Aint Gonna Happen ..",neutral
Judge sentences David Smith to serve 3 years for Possession of Child Pornography convictions.,negative
"Talk is cheap, knew I should've kept the receiptnhe said he loyal, but all nigga gonna talk in the streets",negative
This has to b the worst street in Detroit at least one of em,positive
"They can have that, that ain't even what I'm mad at.",positive
Lmao thinking about that sh.t just pissed me off again!,positive
Well at home from work... about to take a nap before before my bae come down and my weekend begins,positive
Females who feel like they too good to please they man wonder why they nigga go out and cheat..,negative
Here come the basic bitches with the basic ass tweets .. I hate twitter between 10 am - 12 am.,negative
Me & the nigga from Save the Last Dance is the only niggas named Phillip...,positive
I can't stand how people give out yo number that shit be pissing me off,negative
I'm just so hungry I'm bouta cook me a full course meal on life,positive
man brang that bitch to school Monday and let me brang it home and keep it !,negative
"Me & my Gurl be on the phone breathing most the time, I just don't be havin much to talk about unless sum happen, or how I feel..",negative
. So u gone tell me by me bring a gentlemen and the man my motha raised me 2 I payed for the pussy?,ERROR
me to I wuz just looking at yo page thats all homie,negative
If yu aint my momma my granny or my cousin or MY NIGGA idgaf I dont own yu shit none what so whatever,negative
I feet i nott exissted baby i talkk 2 4 wal i surre ppl hate mee so muh whan i tall tham i baby nd dont care mistreaat mee anyy kiind wayy,negative
"My brother got an interview today, think I'm more nervous than he is, I know he'll handle his business, I really hope they give him a shot",positive
#Sheloveitwhen I call her just so I can go to sleep,negative
I str8t went to sleep last night w/o hearing my baby voice. I'm tripping!,negative
the hiring manager said she gone call me for an interview after New Years!,positive
"Yo other than Meek Don't No other Philly celebrity help and give back To the hood,",positive
But that cafe food mash up my stomach jah kno smh,negative
"Congratulations on making it to the semis. You did great and played great as well, you beat Serena!! Congratsn",positive
Soooo u telling me that but sent no Invite?!? Still luv though,negative
Chance sold out show Finna be so crackin... Catch me on the stage,positive
"Her attitude , My attitude , when they collide its a bad scenery.",negative
Im like Lil Boosie If u aint happy u can go baby,neutral
Tell A girl you love her and you really don't #DumbDecision5,neutral
im tired as hell i havebt had a day off yet ...,negative
"Don't no nigga want a Dumb bitch, unless he want one thing outta that dumb bitch.",negative
"you right , when you coming around MCSC ? They miss you here",positive
": see see seeee? lol quick to come for a brother. #HeyBoo"" I wasn't though lol...hyd tho",neutral
Niggas gne smoke some swagg ass weed today and swear they blowing loud Smh #Fakers,negative
Ppl are just walking contradictions saying one thing actions showing another,negative
MacKenzie Delores Hammond & I (Jerlissa Ann Hammond/Mother) Is Official Beefin,negative
you is every time I come on here you talmbout some freaky shit,negative
its been a while we been dealing with each other this way,neutral
I bury myself out of reality so much these days that I forget to do productive things,negative
I Don't Fucking Like When PEOPLE Tell Me Shit Just To Get By.....,negative
"At first I wasnt even interested in direct message on Twitter, but now...",positive
"For so long I thought being on my own was a burden, man this shit a blessing. Ain asked this nigga for nothing in weeks. My son still A1",positive
She Get On Top And Drop It Like Its Hot Im Steady Nuttn,positive
I wish i could fast forward abt four to five years,neutral
"Only One Female Text Me Everyday, Everybody Else Get Ignored BC Dey Always Talking Bout Dey Problems",negative
"But, the problem occurs when they hit up those same folks that they blast in their 'preferences'. #jackdfish",negative
"I'm goin love him til da end of time"" 0.91 0.06 0.0 0.03 316009307395198978 Mon Mar 25 02:11:04 +0000 2013",positive
"I be like damn why oomf aint txt back. But they do be txtin back, I just forget",neutral
": i hate when i see parents with BIG ASS BABIES, in a little ass car seat",positive
"I'm happy it's over. She went from in love"" with bill to his son. Went after a taken man and killed his baby",negative
Only NY niggas can handle NY girls everywhere else is to gentle these girls are tuff as hell.,negative
It's borin af! Wnna go bck to sleep! Or cuddle! -_- muggs ain't on it doe!,negative
u need to visit Chicago some day and I want to go to alanta I bet it's a very pretty city .,positive
U can't make da rite choices wen ur mind ain't rite... It's just not possible!,positive
Yo word to my moms she makes the best food yo #rns,positive
Ben Bernanke is great at giving no information. Its good and bad and can get better or worse. Wtf is that?,positive
"let them hoes be hoes i ' dnt save no bitch nah !"" 0.957142857143 0.00285714285714 0.0114285714286 0.0285714285714 328495729234558976 Sun Apr 28 13:07:39 +0000 2013",negative
"She been sucking on dick too long, got black all around her knees",negative
Only God know my struggle ....working hard so I hustle *k-Gates*,positive
Ik one thing this damn job better have my raise on my check tomorrow or we going have a problem,negative
iight and Markus u ain't smoking free u gon pay this time last time I let u slide,negative
I can't leave her alone but I can't put that rock back on her finger either,positive
"Thinking My Bro KingBee Would Be Straight Snapping, Just Chillout RIP",positive
I gotta Get my friends sum for Christmas idk what doe,neutral
Aint this the #Truth >>> : #Aquarius can fall in love quickly and out of love even more quickly.,positive
Lowkey half of you talking about struggle meals ..your parents were just having a lazy week and didn't wanna go grocery shopping,positive
Going to see BattleOfTheYear when it come out just because Chris brown fine ass in it,positive
2013 is my year i gats to get my money right,positive
I need new txtn buddies 4 whn my insomnia kicks n & I'm jus up bored as shyt,negative
twitter poll?? who was wrong Mariah or Toya and was Kari wrong for kicking Mariah out after showin out twice at her house,positive
Mama and Dad doing life what tf you gone tell me,negative
This what I do for my bitches shit err time they around me,positive
Aye What It Is Hoe Wassup Can A Nigga Get In Your Gutt Cut You Up Like You Aint Been Cut --Trillville,negative
Don't Get Mad Kause Im Tweeting Bout It Lol Hell Quit F.cking Homeboys &' You Wouldn't Have That Name. ###HpHoe lol,negative
Yo clique full of broke boys gawd yall sum broke boys!,negative
"I should've been sleep, but once again im up with the same person",negative
If I did not have a kid I would have been a porn star rite about now,positive
Next week around this time I won't even be thinking about sleep lolbs,positive
These hoes most of these niggas go broke for these hoes,negative
This Atlantic Division Clinch is in the bag... It's been 19 Years,positive
