tweet_id,aae_text,golden_sentiment,annotator_source,resolution_method,needs_adjudication,deepseekr1_pred,gemma3_pred,llama31_70b_pred,mistral31_pred,phi3_medium_pred,phi4_pred
A3_153,lmao oh i didnt see it... But yep gotta be there at 7.,positive,A3_Osie,single_annotator,False,negative,neutral,neutral,neutral,neutral,neutral
A3_154,I tweet all day because my IG got deleted and I refuse to make another one,neutral,A3_Osie,single_annotator,False,negative,negative,positive,negative,negative,negative
A3_155,I'm bored so ima about to go to the gym with,neutral,A3_Osie,single_annotator,False,positive,neutral,neutral,neutral,neutral,neutral
A3_156,": I notice everything, I just act like I don't."" 0.867692307692 0.00461538461538 0.02 0.107692307692 342009365978554368 Tue Jun 04 20:06:01 +0000 2013",neutral,A3_Osie,single_annotator,False,neutral,neutral,positive,neutral,neutral,neutral
A3_157,Up It's A Lot Off Ppl On My TL That Can't Sleep,neutral,A3_Osie,single_annotator,False,neutral,negative,positive,negative,negative,neutral
A3_158,"As a black man I was raised to know I would be racially profiled. However unfair, we must remind out boys of this",negative,A3_Osie,single_annotator,False,negative,negative,neutral,negative,negative,negative
A3_159,It should be a number u dial and u tell them whats wrong and they tell u how to fix it,positive,A3_Osie,single_annotator,False,neutral,neutral,negative,neutral,neutral,neutral
A3_160,": Amazing how somebody can catch every tweet but miss every clue in real life"" <~ Great point!",positive,A3_Osie,single_annotator,False,positive,negative,positive,neutral,negative,negative
A3_161,": "" : I Cant Wait To See Vonna ((: Lol I Know She Missin Me""I Do I Do I'm Pluck Your Nerves Tomorrow :)",positive,A3_Osie,single_annotator,False,positive,positive,negative,positive,positive,positive
A3_162,the key to it is to let people know how you feel,positive,A3_Osie,single_annotator,False,positive,positive,positive,neutral,neutral,neutral
A3_163,It was 4 years of friendship. I experienced some serious lows with him.,negative,A3_Osie,single_annotator,False,negative,negative,neutral,negative,negative,negative
A3_164,don't let me now wen u fine someone like me cause u not,negative,A3_Osie,single_annotator,False,ERROR,negative,negative,negative,negative,negative
A3_165,U mines til the end of time and after that yu still mines lol,positive,A3_Osie,single_annotator,False,neutral,positive,positive,neutral,neutral,positive
A3_166,Why can't i ever sleep boe i'm getting mad at myself,negative,A3_Osie,single_annotator,False,negative,negative,neutral,negative,negative,negative
A3_167,"The volume button on my phone Came off, guess it's time for a new one...",neutral,A3_Osie,single_annotator,False,negative,negative,neutral,negative,negative,negative
A3_168,"A Title Don't Mean ANYTHING !"" 0.994285714286 0.0 0.00571428571429 0.0 378893945213689856 Sat Sep 14 14:52:10 +0000 2013",negative,A3_Osie,single_annotator,False,negative,negative,neutral,negative,negative,negative
A3_169,"Guys, she changed her daughter's clothes and left that vomit right there on the floor. That's that privilege for you...",negative,A3_Osie,single_annotator,False,negative,negative,neutral,negative,negative,negative
A3_170,hatred for ones success or is common... makes tha world move,neutral,A3_Osie,single_annotator,False,negative,negative,neutral,negative,negative,negative
A3_171,I still can't believe ppl throw studs on anything nd cut nd bleach up stuff nd call themselves designers but ok ....,negative,A3_Osie,single_annotator,False,negative,negative,negative,negative,negative,negative
A3_172,You ugly as fuck but you get hella IG likes ? Am I jealous? Instagram cant filter yo ugly ass in person.,negative,A3_Osie,single_annotator,False,negative,negative,negative,negative,negative,negative
A3_173,"2 straight seasons.nnRegular-season & Finals MVP.nn2 Championships.nnWell done, LeBron."" 0.671111111111 0.0366666666667 0.0255555555556 0.266666666667 348066490257375232 Fri Jun 21 13:14:52 +0000 2013",positive,A3_Osie,single_annotator,False,positive,positive,positive,positive,positive,positive
A3_174,De'erica dont be knowing wtf be going on KEY kik me with some bullshit so im giving her FUCKSHIT back she subtweeted me I BEEN SLEEP!,negative,A3_Osie,single_annotator,False,neutral,negative,ERROR,negative,negative,negative
A3_175,And if i do say some its gne be daa TRUTH !,positive,A3_Osie,single_annotator,False,neutral,positive,positive,neutral,positive,neutral
A3_176,damn .. i think it's time to go fuck my kitchen up #BBL,positive,A3_Osie,single_annotator,False,negative,negative,negative,negative,negative,positive
A3_177,When I was growing up I ain't really think I was that cute...but then on TBT I be seeing some stuff like thank God for age cuz Lord,positive,A3_Osie,single_annotator,False,negative,positive,neutral,neutral,positive,positive
A3_178,This country is foolish when it comes to our justice system and morals! We care more about freaking animals more the we do human beings!,negative,A3_Osie,single_annotator,False,negative,negative,negative,negative,negative,negative
A3_179,If we I just kno ppl going b mad.... We going have triple haters,neutral,A3_Osie,single_annotator,False,positive,negative,positive,negative,negative,negative
A3_180,jus downloaded 4 industry beats n finna attempt to write to em.. I hate industry beats,negative,A3_Osie,single_annotator,False,negative,negative,neutral,negative,negative,negative
A3_181,"i'm actually a quiet person. if you know me , i get loud .. especially when i'm mad , i'm not a christian anymore.",neutral,A3_Osie,single_annotator,False,negative,negative,neutral,negative,negative,negative
A3_182,Oh that nigga pencil neck must scheming at this time of night bc he know women in all the 50 states and US owned territories lol,positive,A3_Osie,single_annotator,False,negative,negative,negative,negative,negative,negative
A3_183,I would be even put a video out he should have did it face to face,negative,A3_Osie,single_annotator,False,negative,negative,positive,negative,negative,negative
A3_184,After det bath sleep hit me hard wanted to go see my bay but....,neutral,A3_Osie,single_annotator,False,negative,negative,ERROR,neutral,neutral,negative
A3_185,Hell yea derek them hoes sound good af in my car you got A good sub lol,positive,A3_Osie,single_annotator,False,positive,positive,neutral,positive,positive,positive
A3_186,Never thought I'd have someone that I can't speak to. Never thought I'd have a person who I can't call. I suppose...,negative,A3_Osie,single_annotator,False,positive,negative,neutral,negative,negative,negative
A3_187,"I have a serious sleeping problem :( think ima see a doctor about it.. Im sleepy when im sleep, when I wake up at midnight at noon.. SLEEPY!",negative,A3_Osie,single_annotator,False,negative,negative,neutral,negative,negative,negative
A3_188,": naw nigga you got robbed!! Lmaoooo"" KMSL see dats y ion like yo ass now lol",positive,A3_Osie,single_annotator,False,negative,negative,negative,negative,negative,negative
A3_189,"Good dick is hard to come by but when it's good, although you may not ever tell frivolous sex will be out of the question from that point on",neutral,A3_Osie,single_annotator,False,negative,positive,neutral,positive,negative,positive
A3_190,"hey it's not my dick, I don't care if y'all see",neutral,A3_Osie,single_annotator,False,neutral,negative,positive,neutral,negative,neutral
A3_191,no bitch I'm talking bout like them fucking dresses & shit they wear at the awards and allat!,negative,A3_Osie,single_annotator,False,positive,negative,negative,negative,negative,negative
A3_192,Of course the NYPD investigating the NYPD would find out they did nothing wrong. #CP5,negative,A3_Osie,single_annotator,False,neutral,negative,negative,negative,negative,negative
A3_193,cause if I didnt step out the scene it wouldnt be what it is today. #knowthat,positive,A3_Osie,single_annotator,False,neutral,positive,neutral,positive,positive,positive
A3_194,"nah love & HipHop VA w/ Malice, A.I., Kiera, Ms. Norfolk and Skillz.",neutral,A3_Osie,single_annotator,False,positive,positive,positive,neutral,positive,neutral
A3_195,Good Morning Tweets. Pray your day is filled with many accomplishments.,positive,A3_Osie,single_annotator,False,positive,positive,positive,positive,positive,positive
A3_196,Lol girl stop n go keep letting yo daddy touch u oops lol,negative,A3_Osie,single_annotator,False,negative,negative,negative,negative,negative,negative
A3_197,helping my son through school. With my MS I have big medical bills it's hard to get a student loan.,negative,A3_Osie,single_annotator,False,negative,negative,neutral,negative,negative,negative
A3_198,kMl YESS YU dO SiNCEE iGOT FAiThfUl TOOO MYi NEANdRE. KMSl.,positive,A3_Osie,single_annotator,False,positive,negative,neutral,negative,positive,positive
A3_199,i love me i love me enough for the both of us,positive,A3_Osie,single_annotator,False,negative,positive,positive,positive,positive,positive
A3_200,"lol, I dont wanna cry : I'm trying not to cry lol",negative,A3_Osie,single_annotator,False,neutral,negative,neutral,negative,negative,negative
A3_201,S/O To Some Of Yall Broke Niggas Needa Fuck Wit Ha Pimpin Plus She Pretty & Slick Thick,positive,A3_Osie,single_annotator,False,neutral,negative,neutral,negative,negative,positive
A3_202,": Folks tweet about me EVERYDAY, and thats fine! Thanks for taking the time out of your day to tweet about ME!",negative,A3_Osie,single_annotator,False,positive,positive,neutral,positive,positive,positive
A3_203,"I'll put this thang on you , I'll blow your mind out .",positive,A3_Osie,single_annotator,False,negative,negative,negative,negative,negative,negative
A3_204,"I Ain't Going To SCHOOL Tomorrow "" 0.968571428571 0.0 0.0 0.0314285714286 321260110305447937 Mon Apr 08 13:55:53 +0000 2013",negative,A3_Osie,single_annotator,False,negative,negative,neutral,negative,neutral,negative
A3_205,"If I tell you my problems, that means I trust you",neutral,A3_Osie,single_annotator,False,positive,positive,neutral,neutral,positive,positive
A3_206,Ima b that 63 year old lady smokn a jay in front of the police yelln TuRNup! Lls,positive,A3_Osie,single_annotator,False,ERROR,positive,neutral,neutral,negative,negative
A3_207,ctfu i hate that shit my butt be twitching too smhh,positive,A3_Osie,single_annotator,False,negative,negative,negative,negative,negative,negative
A3_208,Another bullshit ass game!!! From now on I'm sticking with football,negative,A3_Osie,single_annotator,False,negative,negative,negative,negative,negative,negative
A3_209,I wonder who gonna be in my life in 5 to 10 years,neutral,A3_Osie,single_annotator,False,neutral,neutral,positive,neutral,neutral,neutral
A3_210,Ugh don't no body got time for this over time shit,negative,A3_Osie,single_annotator,False,negative,negative,negative,negative,negative,negative
A3_211,"it's prolly gone be fucked up , I scratched a couple times .",negative,A3_Osie,single_annotator,False,negative,negative,negative,negative,negative,negative
A3_212,She Said Don't Yell Like She Can Here Me On Twitter,positive,A3_Osie,single_annotator,False,negative,negative,positive,negative,negative,neutral
A3_213,Damn Joe just thru right in the cover zone 20th INT this season smh,negative,A3_Osie,single_annotator,False,negative,negative,negative,negative,negative,negative
A3_214,": ii can't keep mah eyes open I'm too sleepy"" Mane Wys? I Need To Put Da Phone Down Lol",positive,A3_Osie,single_annotator,False,neutral,negative,neutral,negative,neutral,neutral
A3_215,I Jus Hopee That Yhu Miss Me Ah Lil While Im Goneeeee (:,positive,A3_Osie,single_annotator,False,positive,positive,neutral,positive,neutral,positive
A3_216,Listen thuggin is hard got to look over your shoulder ever 2 secs I'm stressing,negative,A3_Osie,single_annotator,False,negative,negative,negative,negative,negative,negative
A3_217,i heard about it ima go see him play Thursday lol,positive,A3_Osie,single_annotator,False,positive,positive,positive,neutral,neutral,positive
A3_218,Karma has no menu. You get served what you deserve. #NowThatsThaR3al,neutral,A3_Osie,single_annotator,False,negative,negative,neutral,negative,negative,neutral
A3_219,An If I do. That shit comin back to you in full,neutral,A3_Osie,single_annotator,False,negative,negative,negative,negative,negative,negative
A3_220,I can't cant can't can't can't can't can't deal right now.,neutral,A3_Osie,single_annotator,False,negative,negative,negative,negative,negative,negative
A3_221,"What ever happened to those nice men that made that song White Tee""? I'm tired of ppl looking at me funny when I play that song",negative,A3_Osie,single_annotator,False,negative,negative,neutral,negative,neutral,negative
A3_222,I miss my ex gf i still live her nd i miss us i want chu bvck qua i love yhu girl,positive,A3_Osie,single_annotator,False,negative,negative,negative,negative,negative,negative
A3_223,Da nfl gotta beast in det hands fa da nxt few yrz; #49ERS,positive,A3_Osie,single_annotator,False,positive,positive,negative,positive,positive,positive
A3_224,"invested so much of herself into someone . But keep in mind , just because it's difficult for a girl to stop giving a fuck ,",negative,A3_Osie,single_annotator,False,negative,negative,negative,negative,negative,negative
A3_225,I swear some time i be higher then wezzy f baby,neutral,A3_Osie,single_annotator,False,neutral,positive,positive,neutral,negative,neutral
A3_226,Im Being Hated By The Seasons . So Fuck Ya Who Hating For No Reason !,negative,A3_Osie,single_annotator,False,positive,negative,neutral,negative,negative,negative
A3_227,I'm the only one out of my friends with cable right now; they not gone use me,negative,A3_Osie,single_annotator,False,negative,negative,neutral,negative,negative,negative
A3_228,I wanna take my son to the park today but then again he goes thru grandma withdraw not in the mood for whining today,negative,A3_Osie,single_annotator,False,positive,negative,negative,neutral,negative,negative
A3_229,Need sumbody I can txt on dat late nite shit... I be dry AF -_- Lls,positive,A3_Osie,single_annotator,False,negative,negative,neutral,negative,negative,negative
A3_230,I need to find where to get it first lol. Ima be trying it for the first time.,positive,A3_Osie,single_annotator,False,positive,positive,ERROR,neutral,neutral,positive
A3_231,Ik one thing this damn job better have my raise on my check tomorrow or we going have a problem,negative,A3_Osie,single_annotator,False,negative,negative,negative,negative,negative,negative
A3_232,"Just asked him for $1,000. Lets see what he say.",neutral,A3_Osie,single_annotator,False,positive,neutral,neutral,neutral,neutral,neutral
A3_233,I'm not even out there tho people only know me from being from choppy city not for being a Thot,negative,A3_Osie,single_annotator,False,negative,negative,negative,negative,negative,neutral
A3_234,"But on a lighter note, today's dinner was Baked Turkey Drums in Gravy, Black eyed peas, Rice & Hot Water CornBread. Yes.",positive,A3_Osie,single_annotator,False,positive,positive,positive,positive,positive,positive
A3_235,Soo tired of this broke shit that I'm really boutta do some stipid shit,negative,A3_Osie,single_annotator,False,negative,negative,negative,negative,negative,negative
A3_236,so I'll be watching America's Got Talent nxt Tuesday to see if VSUGC will show up,neutral,A3_Osie,single_annotator,False,neutral,neutral,neutral,neutral,neutral,neutral
A3_237,"I just seen a video of my ex , I was ctfu",positive,A3_Osie,single_annotator,False,positive,negative,positive,neutral,negative,negative
A3_238,Damn man idk if I wanna go to college nd play ball or go to the army,neutral,A3_Osie,single_annotator,False,neutral,neutral,neutral,negative,neutral,neutral
A3_239,I Need Something To Balance Out The Fact That Its Hard To Find A Girl When You Talented N Black.,negative,A3_Osie,single_annotator,False,positive,negative,ERROR,negative,negative,negative
A3_240,nigga u like nr17 at the movies lol top of the line freak lol,positive,A3_Osie,single_annotator,False,neutral,negative,neutral,negative,negative,positive
A3_241,": yess greedy ass !""lol walk her n make her buy you sumthm",neutral,A3_Osie,single_annotator,False,positive,negative,negative,negative,negative,negative
A3_242,I work 3 2 11 2night but im off tomoro tho,neutral,A3_Osie,single_annotator,False,positive,neutral,negative,neutral,neutral,neutral
A3_243,"Women aren't supposed to think like men. Why? Because we're WOMEN. If God wanted us to think like them, he would've made us men.",neutral,A3_Osie,single_annotator,False,neutral,negative,negative,negative,negative,negative
A3_244,Why she txtn me about another nigga? This nigga my homie !!!,negative,A3_Osie,single_annotator,False,negative,negative,negative,negative,negative,negative
A3_245,. Hey sweetie that's a very nice azz u have please keep it up...,positive,A3_Osie,single_annotator,False,positive,negative,negative,positive,negative,positive
A3_246,Gotta get that 90s baby tatted on me this weekend ju.!!,positive,A3_Osie,single_annotator,False,neutral,positive,positive,positive,positive,positive
A3_247,"this week & next week are big weeks for me , i gotta stay prayed up !",positive,A3_Osie,single_annotator,False,negative,positive,neutral,positive,positive,positive
A3_248,"Faith is that strength, that secret weapon of the soul, which allows us to persevere even when facts seem damning and the truth unbearable.",positive,A3_Osie,single_annotator,False,positive,positive,positive,positive,positive,positive
A3_249,Got damnit mannDon't u lie to me Saturday n tell me we not fukkin off today,negative,A3_Osie,single_annotator,False,negative,negative,negative,negative,negative,negative
A3_250,can u believe dis bitch ask me ta see my grill,neutral,A3_Osie,single_annotator,False,neutral,negative,negative,negative,negative,negative
A3_251,Think Me n Kd fina Tak a Nap Im Tired N dis Nigga Goofy...Lol,positive,A3_Osie,single_annotator,False,neutral,negative,negative,neutral,neutral,neutral
A3_252,I would call my baby but ion feel like talking on the phone #QuaTweet,neutral,A3_Osie,single_annotator,False,negative,negative,negative,negative,neutral,neutral
A3_253,If u use a toy Yall might as well just let a real nigga hit it lhh,positive,A3_Osie,single_annotator,False,negative,negative,negative,negative,negative,negative
A3_254,Shay tweet:goodnight twitter im sleepy.....nika:yo ass suppose to went sleep a long time ago smh,neutral,A3_Osie,single_annotator,False,neutral,negative,negative,negative,neutral,neutral
A3_255,I'm so black that you see me every time you turn the tv off . Ctfu. He corny !!!,positive,A3_Osie,single_annotator,False,neutral,negative,negative,negative,negative,neutral
A3_256,All I want is for my mom to get better and get out the hospital!,positive,A3_Osie,single_annotator,False,negative,negative,neutral,negative,positive,negative
A3_257,I don't care I eats the pussy the ass is a no no zone.....,neutral,A3_Osie,single_annotator,False,negative,negative,negative,negative,negative,negative
A3_258,Try not to think about it but mfs steady wann bring it upp,negative,A3_Osie,single_annotator,False,negative,negative,positive,negative,negative,negative
A3_259,leave it to beaver looking ass hoe better sit the fuck dwn some where,negative,A3_Osie,single_annotator,False,negative,negative,negative,negative,negative,negative
A3_260,Like im getting more and more pissed playing all these games that I dont have the time for.,negative,A3_Osie,single_annotator,False,negative,negative,negative,negative,negative,negative
A3_261,"he didn't text me back , && I told him I almost died today",negative,A3_Osie,single_annotator,False,negative,negative,neutral,negative,negative,negative
A3_262,RELATIONSHIPS COMES WITH PROBLEMS U JUST GOTTA BE PREPARED FOR DEM,positive,A3_Osie,single_annotator,False,negative,neutral,neutral,neutral,neutral,neutral
A3_263,Cooling boutta order food n find a job but i still got my season going :/,negative,A3_Osie,single_annotator,False,negative,neutral,positive,neutral,neutral,neutral
A3_264,I never wake up no texts by anybody this single shit,negative,A3_Osie,single_annotator,False,negative,negative,ERROR,negative,negative,negative
A3_265,So she is sitting here watching love and hip hop with this bitch she can watch that bullshit at home,negative,A3_Osie,single_annotator,False,negative,negative,negative,negative,negative,negative
A3_266,"You find something every trip , to say im doing something Or did something , but O well",neutral,A3_Osie,single_annotator,False,positive,negative,negative,neutral,neutral,neutral
A3_267,"i been fuckin Mary Jane, i knew her when she was virgin Mary.",positive,A3_Osie,single_annotator,False,positive,negative,negative,neutral,negative,neutral
A3_268,WTF frank you got 7 minutes to perform or I'm changing the channel !,negative,A3_Osie,single_annotator,False,negative,negative,negative,negative,negative,negative
A3_269,LMAO MY MOMMA N DEZ COMPUTER GMES REALLY GTN ON MY NERVES SHE TAWKN SH:)T 2 DA LAP TOP LYKE ITZ GNE SAY SUM BAC! A MESS!,positive,A3_Osie,single_annotator,False,positive,negative,ERROR,negative,negative,negative
A3_270,"Lost in the beauty of the memories we had , only the tear that I cry brings me to the sad reality your gone ! RIP CANDIS ,JIGGA , trap",negative,A3_Osie,single_annotator,False,negative,negative,negative,negative,negative,negative
A3_271,You got jokes i see and you Tryna be a PIMP,positive,A3_Osie,single_annotator,False,negative,negative,ERROR,negative,negative,negative
A3_272,Dee fuck w/girl that like to cut his tires Up >>>>,positive,A3_Osie,single_annotator,False,negative,negative,neutral,negative,negative,negative
A3_273,Now I'm mad.....real mad....hot actually and isn't like being hot !!,negative,A3_Osie,single_annotator,False,negative,negative,ERROR,negative,negative,negative
A3_274,man that's if I last n school mfs getting under my skin I'm ready to fight man ill dm you the other shit tho,negative,A3_Osie,single_annotator,False,negative,negative,negative,negative,negative,negative
A3_275,It better goddamn it. I need revenge so bad in life. Lol,positive,A3_Osie,single_annotator,False,negative,negative,negative,negative,negative,negative
A3_276,"Btc Cut It Out Yo Nigga Be Boostin He Don't Live What He Talk Lol And Yo Dumb Sucking Ass Think He A,Thug Girl Bye He Won't Kill A,Bug .",negative,A3_Osie,single_annotator,False,negative,negative,ERROR,negative,negative,negative
A3_277,girl Yes I overly excited Sunday is my last day being pregnant!!!,positive,A3_Osie,single_annotator,False,positive,positive,positive,positive,positive,positive
A3_278,Me shooter n nino just had a real deep talk about alot of shit,neutral,A3_Osie,single_annotator,False,neutral,neutral,neutral,neutral,neutral,neutral
A3_279,-Nawl Ain Even Worried Abt Yu iForgot Abt Yu Jux Dat Quick !!,negative,A3_Osie,single_annotator,False,negative,negative,negative,negative,positive,negative
A3_280,Still dont know how Shawn jordan socks got in my shoes,neutral,A3_Osie,single_annotator,False,neutral,negative,neutral,neutral,neutral,negative
A3_281,Aint neva ben a hoe so dnt b thankn im da bitch type !,negative,A3_Osie,single_annotator,False,ERROR,negative,negative,negative,negative,negative
A3_282,"Them Against The World Us Against The World Huh"" J.L",neutral,A3_Osie,single_annotator,False,positive,negative,negative,neutral,neutral,neutral
A3_283,Love does not manipulate! Stop with holding sex from your spouse to get your way! YES I SAID IT....AGAIN!,negative,A3_Osie,single_annotator,False,negative,negative,negative,negative,negative,negative
A3_284,Lets talk abt Cherry's on top & you going Down ... this my shit ',positive,A3_Osie,single_annotator,False,negative,negative,positive,negative,negative,negative
A3_285,"I'd date #oomf, no questions asked."" 0.973333333333 0.0 0.0 0.0266666666667 413519166189350912 Thu Dec 19 04:00:26 +0000 2013",positive,A3_Osie,single_annotator,False,neutral,positive,positive,positive,positive,positive
A3_286,"awwwww , thought you got them out the factory . Cusssss I sholl wanted them from there .",positive,A3_Osie,single_annotator,False,neutral,positive,ERROR,negative,neutral,negative
A3_287,Why must you continue to lie to me when I can obviously see the truth,negative,A3_Osie,single_annotator,False,positive,negative,negative,negative,negative,negative
A3_288,This ish here is why I have to gt my own spot,negative,A3_Osie,single_annotator,False,negative,negative,positive,negative,negative,negative
A3_289,"here hacking your shit, I love you bro !! Bro & Sis for life.",positive,A3_Osie,single_annotator,False,positive,negative,neutral,neutral,negative,positive
A3_290,ummm MAY I ASK WHU U WERE REFERRRIN DAT 2????ALL EARZZZ,neutral,A3_Osie,single_annotator,False,neutral,negative,positive,neutral,negative,negative
A3_291,Bruh he took off his headband to distract niggas with his hairline,positive,A3_Osie,single_annotator,False,negative,negative,negative,negative,negative,negative
A3_292,"What GOD already has planned is planned , wats meant is meant .",positive,A3_Osie,single_annotator,False,neutral,neutral,neutral,neutral,neutral,neutral
A3_293,": Ty houser Wya ?"" Who over there I'm bouta come over there",neutral,A3_Osie,single_annotator,False,ERROR,negative,neutral,neutral,neutral,negative
A3_294,"another 420 classic, still smoking too this shit...stand up homie its your turn",positive,A3_Osie,single_annotator,False,neutral,positive,negative,positive,negative,positive
A3_295,I cant control my niggas and my niggas they cant control meee,neutral,A3_Osie,single_annotator,False,negative,negative,negative,negative,negative,neutral
A3_296,Only God know my struggle ....working hard so I hustle *k-Gates*,positive,A3_Osie,single_annotator,False,positive,negative,negative,neutral,neutral,neutral
A3_297,"Sometimes I tweet something , then go back & read it & I don't know what the hell I was talking about .",neutral,A3_Osie,single_annotator,False,negative,negative,negative,neutral,neutral,negative
A3_298,I always wanted to walk around jn tall ugg booots trunk briefs and a crop top innmy house lmao,positive,A3_Osie,single_annotator,False,positive,positive,negative,positive,neutral,neutral
A3_299,lmao Chardale I like em both and we bout to do a group message,positive,A3_Osie,single_annotator,False,positive,positive,neutral,positive,positive,positive
A3_300,"Salty some of tha main family members can't make it, ma momma, Granny, , Cousin Toray and Toriene",negative,A3_Osie,single_annotator,False,neutral,negative,negative,negative,neutral,negative
COM_001,Why I even attempted to do my hair this morning is beyond me,neutral,ALL3_majority_vote,majority,False,neutral,negative,negative,negative,negative,negative
COM_002,Ohhh. So sleepy. And I still have discussion question to do. Fml,negative,ALL3_majority_vote,majority,False,negative,negative,negative,negative,negative,negative
COM_003,ok. I didnt send you off the last time. Mfs told me everyhing was good. Then that shit happened so um.,negative,ALL3_majority_vote,majority,False,neutral,negative,negative,negative,negative,negative
COM_004,I can be yo bestfriend fuck me ova den yu dead to me,negative,ALL3_majority_vote,majority,False,negative,negative,negative,negative,negative,negative
COM_005,"yup, take the phone back. We ain't got time for this foolishness!",negative,ALL3_majority_vote,majority,False,negative,negative,neutral,negative,negative,negative
COM_006,You aint a real nigga if you aint never ate a bowl of top ramen noddles!! Real shit,positive,ALL3_majority_vote,majority,False,neutral,positive,negative,neutral,negative,positive
COM_007,Bitches thought it was cuz I was on crutches TAHHHH BITCH U WILL STILL GET YO ASS BEAT I beating tht kenna bitch ass I got to bro maneee,negative,ALL3_majority_vote,majority,False,negative,negative,neutral,negative,negative,negative
COM_008,they need to get you the ball more. Next year you better hope y'all don't have the same QB lol,UNRESOLVED,ALL3_majority_vote,tie,True,positive,negative,negative,negative,negative,negative
COM_009,Fuq whid my bro Ice God new shyt real shyt (pid),positive,ALL3_majority_vote,majority,False,negative,negative,negative,negative,negative,positive
COM_010,"Tryna find a bad bitch that tells no lies,chance of that is slim to none",neutral,ALL3_majority_vote,majority,False,positive,negative,positive,negative,negative,negative
COM_011,"I guess it's No Pull Out"" season. Almost every chick on Facebook is pregnant.",neutral,ALL3_majority_vote,majority,False,positive,negative,neutral,neutral,negative,negative
COM_012,im done witchu..i cant no more..i just died..cant feel my ribs,positive,ALL3_majority_vote,majority,False,negative,negative,neutral,negative,negative,negative
COM_013,"Between /Trinity and on continuous play, I haven't listened to the radio all week. Thanks for GOOD Music!",positive,ALL3_majority_vote,majority,False,positive,positive,positive,positive,positive,positive
COM_014,I've been on twitter since 2009 and today January 30 2013 I finally reached 1000 tweets lol I guess I'm still a newbie lol twitter virgin,positive,ALL3_majority_vote,majority,False,positive,positive,positive,neutral,neutral,positive
COM_015,Yuh tellin me Tah go harder go harder Yuh tellin me Tah go deeper go deeper i feel yo legs gettin weaker gettin weaker...!,positive,ALL3_majority_vote,majority,False,positive,positive,positive,neutral,positive,neutral
COM_016,Yu kno good as well yu dont want no problems like that,negative,ALL3_majority_vote,majority,False,negative,negative,positive,negative,neutral,negative
COM_017,I closed fist punched sydni ass. Legit almost pushed her wig back.,negative,ALL3_majority_vote,majority,False,negative,negative,negative,negative,negative,negative
COM_018,Well tht convo was....????? Anywho time to get ready for work!!!!!,neutral,ALL3_majority_vote,majority,False,positive,neutral,neutral,neutral,neutral,neutral
COM_019,I don't understand how some ppl get their positions and don't know that you can't unlock a door that's not lock,negative,ALL3_majority_vote,majority,False,negative,negative,negative,negative,negative,negative
COM_020,Dat bxtch can qet it she ain't makein no noise i fight her monkey looking asz fa u fuck do she mean .....,negative,ALL3_majority_vote,majority,False,neutral,negative,negative,negative,negative,negative
COM_021,"Once you &' your ex brake up , they get to Shit on ya",negative,ALL3_majority_vote,majority,False,neutral,negative,negative,negative,negative,negative
COM_022,"Hoe Told You She Ain't Fuck Me?nMan, I Fucked That Bitch.",neutral,ALL3_majority_vote,majority,False,negative,negative,positive,negative,negative,negative
COM_023,If I had a baby daddy he would probably be richer than a lot of you niggas,negative,ALL3_majority_vote,majority,False,neutral,negative,negative,negative,negative,neutral
COM_024,I be damned if my ol'lady a say that. me doing me have nun to do with you and school. personal life too!,negative,ALL3_majority_vote,majority,False,negative,negative,negative,negative,negative,negative
COM_025,I wonder how much pussy Jeremy got after they won da Sec championship lol,positive,ALL3_majority_vote,majority,False,positive,negative,negative,negative,negative,negative
COM_026,"Music flow in the morning , don't know what I would do without music ..",positive,ALL3_majority_vote,majority,False,positive,positive,neutral,positive,positive,positive
COM_027,Stayed at work instead of leaving because the storm I kno by 6 it will be gone,neutral,ALL3_majority_vote,majority,False,negative,neutral,positive,neutral,neutral,neutral
COM_028,"you already know what time it is,reach up in the dresser where the ........ alllllll nighttttt.",positive,ALL3_majority_vote,majority,False,neutral,negative,negative,neutral,neutral,negative
COM_029,Ion be wanting to deal wit Bullshit so ion deal wit ppl nomo,negative,ALL3_majority_vote,majority,False,negative,negative,neutral,negative,negative,negative
COM_030,Just Woke Up & Laneisha Wasn't In The House .. Tf She Go ?,neutral,ALL3_majority_vote,majority,False,positive,negative,neutral,negative,neutral,negative
COM_031,bruh. I'm so glad I don't have to wait till Wednesday or Thursday either.,positive,ALL3_majority_vote,majority,False,positive,positive,neutral,positive,positive,positive
COM_032,I don't even be claiming pony anymore and I was born there and lived around there for 9 years.... Everybody from there now,neutral,ALL3_majority_vote,majority,False,ERROR,negative,neutral,negative,neutral,negative
COM_033,You just want the dick like the rest of the hoes!!,negative,ALL3_majority_vote,majority,False,negative,negative,negative,negative,negative,negative
COM_034,Idgaf....I know what was said lol...nd she the one who fuckd up but she was thick.....mm mmm mmmmm.,UNRESOLVED,ALL3_majority_vote,tie,True,negative,negative,neutral,negative,negative,negative
COM_035,"If I get mad at you, That means I still care. Worry when I don't get mad.",negative,ALL3_majority_vote,majority,False,neutral,positive,neutral,neutral,positive,neutral
COM_036,Shut the fucc up damn niggas kills me dnt remba shyt u done for them ficf,negative,ALL3_majority_vote,majority,False,positive,negative,negative,negative,negative,negative
